,timestamp,ent,type,new_ent
1464,2024-09-05,Adaptable,S_SKILL,ADAPTABLE
1464,2024-09-05,comfortable working in a fast paced tech start,S_SKILL,COMFORTABLE WORKING IN A FAST PACED TECH START
1464,2024-09-05,open and transparent,S_SKILL,OPEN AND TRANSPARENT
1464,2024-09-05,open to and taking on feedback,S_SKILL,OPEN TO AND TAKING ON FEEDBACK
1464,2024-09-05,being transparent,S_SKILL,BEING TRANSPARENT
1464,2024-09-05,owning your mistakes,S_SKILL,OWNING YOUR MISTAKES
1464,2024-09-05,Continuously improving,S_SKILL,CONTINUOUSLY IMPROVING
1464,2024-09-05,Listening,S_SKILL,LISTENING
1464,2024-09-05,being open,S_SKILL,BEING OPEN
1465,2024-09-05,AI,LANG_FRAM,AI
1465,2024-09-05,identify opportunities for automation to minimise repetitive tasks and enhance productivity,H_SKILL,IDENTIFY OPPORTUNITIES FOR AUTOMATION TO MINIMISE REPETITIVE TASKS AND ENHANCE PRODUCTIVITY
1465,2024-09-05,AI,LANG_FRAM,AI
1465,2024-09-05,AI,LANG_FRAM,AI
1465,2024-09-05,prioritise,S_SKILL,PRIORITISE
1465,2024-09-05,problem-solving,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
1465,2024-09-05,Microsoft end user,H_SKILL,MICROSOFT END USER
1465,2024-09-05,Windows 10/11,LANG_FRAM,WINDOWS 10/11
1465,2024-09-05,Azure,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
1465,2024-09-05,CMDB,LANG_FRAM,CMDB
1465,2024-09-05,Bachelor's degree,REQUIREMENT,BACHELOR'S
1465,2024-09-05,Microsoft,LANG_FRAM,MICROSOFT
1465,2024-09-05,Azure,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
1465,2024-09-05,AI,LANG_FRAM,AI
1465,2024-09-05,solve problems,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
1465,2024-09-05,Microsoft Power Platform,LANG_FRAM,MICROSOFT POWER PLATFORM
1465,2024-09-05,Power Automate,LANG_FRAM,POWER AUTOMATE
1465,2024-09-05,Power BI,LANG_FRAM,POWER BI
1465,2024-09-05,Power Apps,LANG_FRAM,POWER APPS
1465,2024-09-05,dedicated,S_SKILL,DEDICATED
1466,2024-09-05,deploying,H_SKILL,DEPLOYMENT
1466,2024-09-05,"Administering,",H_SKILL,"ADMINISTERING,"
1466,2024-09-05,deploying,H_SKILL,DEPLOYMENT
1466,2024-09-05,Microsoft Windows Server,LANG_FRAM,MICROSOFT WINDOWS SERVER
1466,2024-09-05,deploying,H_SKILL,DEPLOYMENT
1466,2024-09-05,Provide technical support,H_SKILL,TECHNICAL SUPPORT
1466,2024-09-05,implementation,H_SKILL,IMPLEMENTATION
1466,2024-09-05,Bachelor's degree,REQUIREMENT,BACHELOR'S
1466,2024-09-05,networking,H_SKILL,NETWORKING
1466,2024-09-05,technical skills,H_SKILL,TECHNICAL SKILLS
1466,2024-09-05,Windows Server,LANG_FRAM,WINDOWS SERVER
1466,2024-09-05,VMWare,LANG_FRAM,VMWARE
1466,2024-09-05,Citrix,LANG_FRAM,CITRIX
1466,2024-09-05,networking technologies,H_SKILL,NETWORKING
1466,2024-09-05,cloud computing,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
1466,2024-09-05,Azure,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
1466,2024-09-05,AWS,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
1466,2024-09-05,analytical,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
1466,2024-09-05,problem,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
1466,2024-09-05,solving,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
1466,2024-09-05,troubleshoot complex technical issues,H_SKILL,TROUBLESHOOT COMPLEX TECHNICAL ISSUES
1466,2024-09-05,communication and interpersonal skills,S_SKILL,COMMUNICATION
1466,2024-09-05,work collaboratively,S_SKILL,COLLABORATION AND TEAMWORK
1466,2024-09-05,prioritize and manage multiple tasks in a fast-paced environment,S_SKILL,PRIORITIZE AND MANAGE MULTIPLE TASKS IN A FAST-PACED ENVIRONMENT
1466,2024-09-05,ITIL,H_SKILL,ITIL
1466,2024-09-05,Server Operating Systems,H_SKILL,SERVER OPERATING SYSTEMS
1466,2024-09-05,Microsoft Azure,LANG_FRAM,MICROSOFT AZURE
1466,2024-09-05,Hyper,LANG_FRAM,HYPER
1466,2024-09-05,V / VMware,H_SKILL,V / VMWARE
1466,2024-09-05,Server Hardware configuration,H_SKILL,SERVER HARDWARE CONFIGURATION
1466,2024-09-05,trouble shooting,H_SKILL,TROUBLE SHOOTING
1466,2024-09-05,Windows,LANG_FRAM,WINDOWS
1466,2024-09-05,Barracuda,LANG_FRAM,BARRACUDA
1466,2024-09-05,PC hardware,H_SKILL,PC HARDWARE
1466,2024-09-05,Ubiquiti,LANG_FRAM,UBIQUITI
1466,2024-09-05,Meraki,LANG_FRAM,MERAKI
1466,2024-09-05,Microsoft cloud,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
1466,2024-09-05,Office,S_SKILL,OFFICE
1466,2024-09-05,Azure,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
1466,2024-09-05,Meraki,LANG_FRAM,MERAKI
1466,2024-09-05,Stack,LANG_FRAM,STACK
1466,2024-09-05,Google Workspace,LANG_FRAM,GOOGLE WORKSPACE
1466,2024-09-05,Barracuda,LANG_FRAM,BARRACUDA
1466,2024-09-05,Collaboration,S_SKILL,COLLABORATION AND TEAMWORK
1466,2024-09-05,Connectivity,H_SKILL,CONNECTIVITY
1466,2024-09-05,Cloud,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
1466,2024-09-05,independent,S_SKILL,INDEPENDENT WORKING
1466,2024-09-05,communication,S_SKILL,COMMUNICATION
1466,2024-09-05,positive,S_SKILL,POSITIVE
1467,2024-09-05,ERP system,H_SKILL,ERP SYSTEM
1467,2024-09-05,collaborate,S_SKILL,COLLABORATION AND TEAMWORK
1467,2024-09-05,problem-solving,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
1467,2024-09-05,analytical,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
1467,2024-09-05,SQL,LANG_FRAM,SQL
1467,2024-09-05,communication and collaboration skills,S_SKILL,COLLABORATION AND TEAMWORK
1467,2024-09-05,Bachelor’s degree,REQUIREMENT,BACHELOR'S
1467,2024-09-05,knowledge of ERP systems,H_SKILL,KNOWLEDGE OF ERP SYSTEMS
1467,2024-09-05,testing,H_SKILL,TESTING
1467,2024-09-05,Coordinate with internal teams,S_SKILL,COLLABORATION AND TEAMWORK
1467,2024-09-05,Troubleshoot and resolve issues,H_SKILL,TROUBLESHOOT AND RESOLVE ISSUES
1467,2024-09-05,"Develop training materials, including manuals, video tutorials",H_SKILL,"DEVELOP TRAINING MATERIALS, INCLUDING MANUALS, VIDEO TUTORIALS"
1467,2024-09-05,Collaborate,S_SKILL,COLLABORATION AND TEAMWORK
1467,2024-09-05,creating and delivering onboarding,H_SKILL,CREATING AND DELIVERING ONBOARDING
1467,2024-09-05,Maintenance,H_SKILL,MAINTENANCE
1467,2024-09-05,resolving technical issues,H_SKILL,RESOLVING TECHNICAL ISSUES
1467,2024-09-05,software updates,H_SKILL,SOFTWARE UPDATES
1467,2024-09-05,managing security and roles,H_SKILL,MANAGING SECURITY AND ROLES
1468,2024-09-05,customer engagement,S_SKILL,CUSTOMER ENGAGEMENT
1468,2024-09-05,leadership,S_SKILL,LEADERSHIP
1468,2024-09-05,Collaborate,S_SKILL,COLLABORATION AND TEAMWORK
1468,2024-09-05,designing and testing effective,H_SKILL,TESTING
1468,2024-09-05,Identify issues,H_SKILL,IDENTIFY ISSUES
1468,2024-09-05,provide appropriate solutions,H_SKILL,PROVIDE APPROPRIATE SOLUTIONS
1468,2024-09-05,scenario planning,H_SKILL,SCENARIO PLANNING
1468,2024-09-05,dynamic,S_SKILL,DYNAMIC
1468,2024-09-05,creative,S_SKILL,CREATIVE
1468,2024-09-05,passionate,S_SKILL,PASSION AND ENTHUSIASM
1468,2024-09-05,proactive,S_SKILL,PROACTIVE
1468,2024-09-05,self,S_SKILL,SELF
1468,2024-09-05,building,H_SKILL,BUILDING
1468,2024-09-05,communication skills,S_SKILL,COMMUNICATION
1468,2024-09-05,attention to detail,S_SKILL,ATTENTION TO DETAIL
1468,2024-09-05,identify key biology principles,H_SKILL,IDENTIFY KEY BIOLOGY PRINCIPLES
1468,2024-09-05,Bachelor's,REQUIREMENT,BACHELOR'S
1469,2024-09-05,enable innovation,H_SKILL,ENABLE INNOVATION
1469,2024-09-05,AI,LANG_FRAM,AI
1469,2024-09-05,Cloud,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
1469,2024-09-05,Quantum technology,H_SKILL,QUANTUM TECHNOLOGY
1469,2024-09-05,Data strategy,H_SKILL,DATA STRATEGY
1469,2024-09-05,knowledge of best practices,H_SKILL,KNOWLEDGE OF BEST PRACTICES
1469,2024-09-05,define and shape the overall strategy,H_SKILL,DEFINE AND SHAPE THE OVERALL STRATEGY
1469,2024-09-05,organization structure/staffing,H_SKILL,ORGANIZATION STRUCTURE/STAFFING
1469,2024-09-05,Analyzing operational and financial data,H_SKILL,ANALYZING OPERATIONAL AND FINANCIAL DATA
1469,2024-09-05,Working collaboratively,S_SKILL,COLLABORATION AND TEAMWORK
1469,2024-09-05,LOBs,LANG_FRAM,LOBS
1469,2024-09-05,problem solving,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
1469,2024-09-05,problem solving,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
1469,2024-09-05,analyze,H_SKILL,ANALYZE
1469,2024-09-05,quantitative analytical approaches,H_SKILL,QUANTITATIVE ANALYTICAL APPROACHES
1469,2024-09-05,communicate effectively,S_SKILL,COMMUNICATION
1469,2024-09-05,work in a team environment,S_SKILL,COLLABORATION AND TEAMWORK
1469,2024-09-05,and efficient skills,S_SKILL,AND EFFICIENT SKILLS
1469,2024-09-05,MS Excel,LANG_FRAM,MS EXCEL
1469,2024-09-05,PowerPoint,LANG_FRAM,POWERPOINT
1469,2024-09-05,Undergraduate degree,REQUIREMENT,BACHELOR'S
1469,2024-09-05,solve business problems,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
1469,2024-09-05,working with diverse teams,S_SKILL,COLLABORATION AND TEAMWORK
1469,2024-09-05,disciplined,S_SKILL,DISCIPLINED
1469,2024-09-05,AI,LANG_FRAM,AI
1469,2024-09-05,machine learning,LANG_FRAM,MACHINE LEARNING
1469,2024-09-05,cloud,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
1470,2024-09-05,DevOps,H_SKILL,DEVOPS
1470,2024-09-05,2:1,REQUIREMENT,2:1
1470,2024-09-05,developing,S_SKILL,DEVELOPING
1470,2024-09-05,deploying,H_SKILL,DEPLOYMENT
1470,2024-09-05,DevOps,H_SKILL,DEVOPS
1470,2024-09-05,continuous learning,S_SKILL,WILLING TO LEARN
1470,2024-09-05,CompTIA Cloud,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
1470,2024-09-05,Agile,H_SKILL,AGILE
1470,2024-09-05,getting hands,S_SKILL,GETTING HANDS
1470,2024-09-05,2:1,REQUIREMENT,2:1
1470,2024-09-05,Excel,LANG_FRAM,EXCEL
1470,2024-09-05,R,LANG_FRAM,R
1470,2024-09-05,SQL,LANG_FRAM,SQL
1470,2024-09-05,Python,LANG_FRAM,PYTHON
1470,2024-09-05,Tableau,LANG_FRAM,TABLEAU
1470,2024-09-05,Power BI,LANG_FRAM,POWER BI
1470,2024-09-05,Problem Solving,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
1470,2024-09-05,organisation,S_SKILL,ORGANISATION
1470,2024-09-05,time management,S_SKILL,TIME MANAGEMENT
1471,2024-09-05,troubleshooting,H_SKILL,TROUBLESHOOTING
1471,2024-09-05,work with a variety of external business stakeholders,S_SKILL,WORK WITH A VARIETY OF EXTERNAL BUSINESS STAKEHOLDERS
1471,2024-09-05,infrastructure engineering,H_SKILL,INFRASTRUCTURE ENGINEERING
1471,2024-09-05,"work as part of a small, friendly team",S_SKILL,COLLABORATION AND TEAMWORK
1471,2024-09-05,independent installation,S_SKILL,INDEPENDENT WORKING
1471,2024-09-05,Provide vital technical support,H_SKILL,TECHNICAL SUPPORT
1471,2024-09-05,managing the IT hardware lifecycle,H_SKILL,MANAGING THE IT HARDWARE LIFECYCLE
1471,2024-09-05,Windows desktops,LANG_FRAM,WINDOWS DESKTOPS
1471,2024-09-05,data cabling installation,H_SKILL,DATA CABLING INSTALLATION
1471,2024-09-05,degree,REQUIREMENT,DEGREE
1471,2024-09-05,communicate to a variety of audiences,S_SKILL,COMMUNICATION
1471,2024-09-05,find solutions,S_SKILL,FIND SOLUTIONS
1471,2024-09-05,Listens to and values,S_SKILL,LISTENS TO AND VALUES
1471,2024-09-05,enjoy the work/life,S_SKILL,ENJOY THE WORK/LIFE
1471,2024-09-05,value each,S_SKILL,VALUE EACH
1472,2024-09-05,proactive,S_SKILL,PROACTIVE
1472,2024-09-05,data analysis,H_SKILL,DATA ANALYSIS
1472,2024-09-05,evaluate,S_SKILL,EVALUATE
1472,2024-09-05,improve the performance of our products and services,H_SKILL,IMPROVE THE PERFORMANCE OF OUR PRODUCTS AND SERVICES
1472,2024-09-05,browsers,LANG_FRAM,BROWSERS
1472,2024-09-05,"Design, execute, and analyse A/B tests",H_SKILL,"DESIGN, EXECUTE, AND ANALYSE A/B TESTS"
1472,2024-09-05,Collaborate,S_SKILL,COLLABORATION AND TEAMWORK
1472,2024-09-05,UX designers,H_SKILL,UX DESIGNERS
1472,2024-09-05,implement ongoing improvements,H_SKILL,IMPLEMENT ONGOING IMPROVEMENTS
1472,2024-09-05,Communication,S_SKILL,COMMUNICATION
1472,2024-09-05,Communicate,S_SKILL,COMMUNICATION
1472,2024-09-05,Bachelor’s degree,REQUIREMENT,BACHELOR'S
1472,2024-09-05,Google Analytics,LANG_FRAM,GOOGLE ANALYTICS
1472,2024-09-05,"ability to collect, organise, analyse, and disseminate",S_SKILL,"ABILITY TO COLLECT, ORGANISE, ANALYSE, AND DISSEMINATE"
1472,2024-09-05,clarity,S_SKILL,CLARITY
1472,2024-09-05,Communication,S_SKILL,COMMUNICATION
1472,2024-09-05,ability to present complex data and insights,S_SKILL,ABILITY TO PRESENT COMPLEX DATA AND INSIGHTS
1472,2024-09-05,clear,S_SKILL,CLEAR
1472,2024-09-05,Problem,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
1472,2024-09-05,proactive problem,S_SKILL,PROACTIVE
1472,2024-09-05,implement effective solutions,H_SKILL,IMPLEMENT EFFECTIVE SOLUTIONS
1472,2024-09-05,drive conversions,S_SKILL,DRIVE CONVERSIONS
1472,2024-09-05,data analysis,H_SKILL,DATA ANALYSIS
1472,2024-09-05,data visualisation,H_SKILL,DATA VISUALISATION
1472,2024-09-05,statistical analysis,H_SKILL,STATISTICAL ANALYSIS
1472,2024-09-05,passionate,S_SKILL,PASSION AND ENTHUSIASM
1473,2024-09-05,provide,S_SKILL,PROVIDE
1473,2024-09-05,quality assurance,H_SKILL,QUALITY ASSURANCE
1473,2024-09-05,strong relationships,S_SKILL,STRONG RELATIONSHIPS
1473,2024-09-05,quality controls,H_SKILL,QUALITY CONTROLS
1473,2024-09-05,documentation skills,S_SKILL,DOCUMENTATION SKILLS
1473,2024-09-05,communication skills,S_SKILL,COMMUNICATION
1473,2024-09-05,MS Excel,LANG_FRAM,MS EXCEL
1473,2024-09-05,"teamwork, partnership, and collaboration",S_SKILL,COLLABORATION AND TEAMWORK
1473,2024-09-05,Quality Assurance background,H_SKILL,QUALITY ASSURANCE BACKGROUND
1473,2024-09-05,bachelor’s degree,REQUIREMENT,BACHELOR'S
1473,2024-09-05,Relationship Management background,H_SKILL,RELATIONSHIP MANAGEMENT BACKGROUND
1474,2024-09-05,computing,H_SKILL,COMPUTING
1474,2024-09-05,natural language processing,H_SKILL,NLP
1474,2024-09-05,machine learning,LANG_FRAM,MACHINE LEARNING
1474,2024-09-05,large data,LANG_FRAM,LARGE DATA
1474,2024-09-05,Bachelor’s,REQUIREMENT,BACHELOR'S
1474,2024-09-05,Master’s,REQUIREMENT,MASTER'S
1474,2024-09-05,PhD,REQUIREMENT,PHD
1474,2024-09-05,programming,H_SKILL,CODING/PROGRAMMING
1474,2024-09-05,design skills,H_SKILL,DESIGN SKILLS
1474,2024-09-05,analytical,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
1474,2024-09-05,communicate effectively,S_SKILL,COMMUNICATION
1474,2024-09-05,collaborative,S_SKILL,COLLABORATION AND TEAMWORK
1474,2024-09-05,passion,S_SKILL,PASSION AND ENTHUSIASM
1474,2024-09-05,advanced analytics,H_SKILL,ADVANCED ANALYTICS
1475,2024-09-05,cloud,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
1475,2024-09-05,Nyca,LANG_FRAM,NYCA
1475,2024-09-05,problem quicker,S_SKILL,PROBLEM QUICKER
1475,2024-09-05,Linux,LANG_FRAM,LINUX
1475,2024-09-05,cloud,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
1475,2024-09-05,communication skills,S_SKILL,COMMUNICATION
1475,2024-09-05,passionate,S_SKILL,PASSION AND ENTHUSIASM
1475,2024-09-05,communicate well,S_SKILL,COMMUNICATION
1475,2024-09-05,identify problems,H_SKILL,IDENTIFY PROBLEMS
1475,2024-09-05,prioritise workloads,S_SKILL,PRIORITISE WORKLOADS
1475,2024-09-05,plan and execute work independently,S_SKILL,INDEPENDENT WORKING
1475,2024-09-05,deploying,H_SKILL,DEPLOYMENT
1475,2024-09-05,Bachelor's degree,REQUIREMENT,BACHELOR'S
1475,2024-09-05,Linux,LANG_FRAM,LINUX
1475,2024-09-05,Mac OS,LANG_FRAM,MAC OS
1475,2024-09-05,troubleshooting desktop and laptop hardware,H_SKILL,TROUBLESHOOTING
1475,2024-09-05,networking concepts,H_SKILL,NETWORKING
1475,2024-09-05,Pro,LANG_FRAM,PRO
1475,2024-09-05,Linux,LANG_FRAM,LINUX
1475,2024-09-05,passion,S_SKILL,PASSION AND ENTHUSIASM
1475,2024-09-05,network troubleshooting,H_SKILL,TROUBLESHOOTING
1475,2024-09-05,Google Workspace,LANG_FRAM,GOOGLE WORKSPACE
1475,2024-09-05,Bash,LANG_FRAM,BASH
1475,2024-09-05,Python,LANG_FRAM,PYTHON
1476,2024-09-05,machine learning,LANG_FRAM,MACHINE LEARNING
1476,2024-09-05,business decision,H_SKILL,BUSINESS DECISION
1476,2024-09-05,SQL,LANG_FRAM,SQL
1476,2024-09-05,data modelling,H_SKILL,DATA MODELLING
1476,2024-09-05,Master the,REQUIREMENT,MASTER'S
1476,2024-09-05,analyse and harness data,H_SKILL,DATA ANALYSIS
1476,2024-09-05,machine learning,LANG_FRAM,MACHINE LEARNING
1476,2024-09-05,Analytics,H_SKILL,ANALYTICS
1476,2024-09-05,RPA,LANG_FRAM,RPA
1476,2024-09-05,Machine Learning,LANG_FRAM,MACHINE LEARNING
1476,2024-09-05,Lab helping guide,S_SKILL,LAB HELPING GUIDE
1476,2024-09-05,2:2,REQUIREMENT,2:2
1476,2024-09-05,Excellent communication skills,S_SKILL,COMMUNICATION
1476,2024-09-05,work in a team,S_SKILL,COLLABORATION AND TEAMWORK
1477,2024-09-05,cloud,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
1477,2024-09-05,programming,H_SKILL,CODING/PROGRAMMING
1477,2024-09-05,application engineering,H_SKILL,APPLICATION ENGINEERING
1477,2024-09-05,Cloud,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
1477,2024-09-05,AWS,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
1477,2024-09-05,Google Cloud,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
1477,2024-09-05,programming,H_SKILL,CODING/PROGRAMMING
1477,2024-09-05,testing,H_SKILL,TESTING
1477,2024-09-05,application engineering,H_SKILL,APPLICATION ENGINEERING
1477,2024-09-05,cloud computing,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
1477,2024-09-05,2:1,REQUIREMENT,2:1
1477,2024-09-05,degree,REQUIREMENT,DEGREE
1477,2024-09-05,PhD,REQUIREMENT,PHD
1477,2024-09-05,passion,S_SKILL,PASSION AND ENTHUSIASM
1477,2024-09-05,motivation,S_SKILL,DRIVEN AND MOTIVATED
1477,2024-09-05,verbal and written communication skills,S_SKILL,COMMUNICATION
1477,2024-09-05,problem solving,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
1477,2024-09-05,time management skills,S_SKILL,TIME MANAGEMENT
1477,2024-09-05,quickly adapt to new situations,S_SKILL,QUICKLY ADAPT TO NEW SITUATIONS
1478,2024-09-05,building and maintaining the `client side¿ of the web-,H_SKILL,BUILDING AND MAINTAINING THE `CLIENT SIDE¿ OF THE WEB-
1478,2024-09-05,BSc,REQUIREMENT,BACHELOR'S
1478,2024-09-05,HTML,LANG_FRAM,HTML
1478,2024-09-05,JavaScript,LANG_FRAM,JAVASCRIPT
1478,2024-09-05,CSS,LANG_FRAM,CSS
1478,2024-09-05,jQuery,LANG_FRAM,JQUERY
1478,2024-09-05,create and maintain use,H_SKILL,CREATE AND MAINTAIN USE
1478,2024-09-05,"seek to attract, develop, and retain colleagues",S_SKILL,"SEEK TO ATTRACT, DEVELOP, AND RETAIN COLLEAGUES"
1479,2024-09-05,computing,H_SKILL,COMPUTING
1479,2024-09-05,natural language processing,H_SKILL,NLP
1479,2024-09-05,machine learning,LANG_FRAM,MACHINE LEARNING
1479,2024-09-05,collaborate,S_SKILL,COLLABORATION AND TEAMWORK
1479,2024-09-05,large data,LANG_FRAM,LARGE DATA
1479,2024-09-05,Bachelor’s,REQUIREMENT,BACHELOR'S
1479,2024-09-05,Master’s,REQUIREMENT,MASTER'S
1479,2024-09-05,PhD,REQUIREMENT,PHD
1479,2024-09-05,programming,H_SKILL,CODING/PROGRAMMING
1479,2024-09-05,design skills,H_SKILL,DESIGN SKILLS
1479,2024-09-05,analytical,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
1479,2024-09-05,communicate effectively,S_SKILL,COMMUNICATION
1479,2024-09-05,collaborative,S_SKILL,COLLABORATION AND TEAMWORK
1479,2024-09-05,passion,S_SKILL,PASSION AND ENTHUSIASM
1480,2024-09-05,data cleaning,H_SKILL,DATA CLEANING
1480,2024-09-05,statistics and statistical methods,H_SKILL,STATISTICS AND STATISTICAL METHODS
1480,2024-09-05,Statistical analysis,H_SKILL,STATISTICAL ANALYSIS
1480,2024-09-05,manage your time,S_SKILL,TIME MANAGEMENT
1480,2024-09-05,work within a team environment,S_SKILL,COLLABORATION AND TEAMWORK
1480,2024-09-05,collaborate,S_SKILL,COLLABORATION AND TEAMWORK
1480,2024-09-05,keen eye for detail,S_SKILL,KEEN EYE FOR DETAIL
1480,2024-09-05,analyse data sets,H_SKILL,DATA ANALYSIS
1480,2024-09-05,Excel,LANG_FRAM,EXCEL
1480,2024-09-05,Word,LANG_FRAM,WORD
1480,2024-09-05,Microsoft Office,LANG_FRAM,MICROSOFT OFFICE
1480,2024-09-05,organisational,S_SKILL,ORGANISATIONAL
1480,2024-09-05,willingness to learn,S_SKILL,WILLING TO LEARN
1480,2024-09-05,communication skills,S_SKILL,COMMUNICATION
1480,2024-09-05,Flexibility,S_SKILL,FLEXIBLE
1480,2024-09-05,attention to detail,S_SKILL,ATTENTION TO DETAIL
1480,2024-09-05,problem solving,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
1480,2024-09-05,team player,S_SKILL,COLLABORATION AND TEAMWORK
1480,2024-09-05,Clickscape®,H_SKILL,CLICKSCAPE®
1480,2024-09-05,work in partnership with our clients,S_SKILL,WORK IN PARTNERSHIP WITH OUR CLIENTS
1480,2024-09-05,LS15 8,H_SKILL,LS15 8
1480,2024-09-05,Bachelor's degree,REQUIREMENT,BACHELOR'S
1481,2024-09-05,inquisitive,S_SKILL,INQUISITIVE
1481,2024-09-05,leading innovation,H_SKILL,LEADING INNOVATION
1481,2024-09-05,cutting edge modern tooling,H_SKILL,CUTTING EDGE MODERN TOOLING
1481,2024-09-05,Rapid7 stakeholders,S_SKILL,RAPID7 STAKEHOLDERS
1481,2024-09-05,quality data models,H_SKILL,QUALITY DATA MODELS
1481,2024-09-05,driven,S_SKILL,DRIVEN AND MOTIVATED
1481,2024-09-05,data analysis,H_SKILL,DATA ANALYSIS
1481,2024-09-05,relational databases,H_SKILL,RELATIONAL DATABASES
1481,2024-09-05,passion,S_SKILL,PASSION AND ENTHUSIASM
1481,2024-09-05,Collaborate,S_SKILL,COLLABORATION AND TEAMWORK
1481,2024-09-05,Tableau,LANG_FRAM,TABLEAU
1481,2024-09-05,Tableau,LANG_FRAM,TABLEAU
1481,2024-09-05,BS,REQUIREMENT,BACHELOR'S
1481,2024-09-05,Analytics,H_SKILL,ANALYTICS
1481,2024-09-05,SQL,LANG_FRAM,SQL
1481,2024-09-05,relational databases,H_SKILL,RELATIONAL DATABASES
1481,2024-09-05,Tableau,LANG_FRAM,TABLEAU
1481,2024-09-05,"work ethic, resiliency",S_SKILL,"WORK ETHIC, RESILIENCY"
1481,2024-09-05,organizational skills,S_SKILL,ORGANIZATIONAL SKILLS
1481,2024-09-05,motivation,S_SKILL,DRIVEN AND MOTIVATED
1481,2024-09-05,complete well defined tasks with minimal supervision,H_SKILL,COMPLETE WELL DEFINED TASKS WITH MINIMAL SUPERVISION
1481,2024-09-05,interpersonal skills,S_SKILL,INTERPERSONAL SKILLS
1481,2024-09-05,communicate,S_SKILL,COMMUNICATION
1481,2024-09-05,collaborative,S_SKILL,COLLABORATION AND TEAMWORK
1481,2024-09-05,passion,S_SKILL,PASSION AND ENTHUSIASM
1481,2024-09-05,CG1,LANG_FRAM,CG1
1482,2024-09-05,motivated,S_SKILL,DRIVEN AND MOTIVATED
1482,2024-09-05,providing technical assistance,H_SKILL,PROVIDING TECHNICAL ASSISTANCE
1482,2024-09-05,troubleshooting,H_SKILL,TROUBLESHOOTING
1482,2024-09-05,strong technical background,H_SKILL,STRONG TECHNICAL BACKGROUND
1482,2024-09-05,problem-,S_SKILL,PROBLEM-
1482,2024-09-05,solving,S_SKILL,ANALYTICAL THINKING AND PROBLEM SOLVING
1482,2024-09-05,passion,S_SKILL,PASSION AND ENTHUSIASM
1482,2024-09-05,Provide timely and effective technical support,H_SKILL,TECHNICAL SUPPORT
1482,2024-09-05,troubleshooting software,H_SKILL,TROUBLESHOOTING
1482,2024-09-05,Maintain accurate and up-,H_SKILL,MAINTAIN ACCURATE AND UP-
1482,2024-09-05,Collaboration,S_SKILL,COLLABORATION AND TEAMWORK
1482,2024-09-05,Bachelor’s degree,REQUIREMENT,BACHELOR'S
1482,2024-09-05,Windows,LANG_FRAM,WINDOWS
1482,2024-09-05,macOS,LANG_FRAM,MACOS
1482,2024-09-05,virtualization technologies,H_SKILL,VIRTUALIZATION TECHNOLOGIES
1482,2024-09-05,VMware,LANG_FRAM,VMWARE
1482,2024-09-05,Hyper,LANG_FRAM,HYPER
1482,2024-09-05,cloud,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
1482,2024-09-05,AWS,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
1482,2024-09-05,Azure,LANG_FRAM,"CLOUD (GC, AWS, AZURE, ETC.)"
